"Name","Created","Runtime","End Time","Hostname","ID","Notes","Updated","Tags","model_name","checkpoint_dir","test_accuracy","test_f1","test_precision","test_recall","val_accuracy","val_f1","val_precision","val_recall"
"ru_model_train_ru_seed45","2024-10-09T10:13:52.000Z","236","2024-10-09T10:17:48.000Z","gr007.hpc.nyu.edu","ckqost5d","-","2024-10-09T10:17:48.000Z","","DeepPavlov/rubert-base-cased","./results_rubert-base-cased_ru_seed45","0.15730337078651685","0.1000333998086807","0.08189736568784818","0.15730337078651685","0.1534090909090909","0.08519640852974186","0.06881969381969383","0.1534090909090909"
"ru_model_train_fr_seed42","2024-10-09T09:03:16.000Z","227","2024-10-09T09:07:03.000Z","gr007.hpc.nyu.edu","63jkrb06","-","2024-10-09T09:07:03.000Z","","DeepPavlov/rubert-base-cased","./results_rubert-base-cased_fr_seed42","0.13513513513513514","0.1205406122673675","0.13655558619844332","0.13513513513513514","0.1939393939393939","0.17654193562152085","0.2786150632662261","0.1939393939393939"
"ru_model_train_hi_seed43","2024-10-09T07:35:35.000Z","209","2024-10-09T07:39:04.000Z","gr007.hpc.nyu.edu","yv886w4m","-","2024-10-09T07:39:04.000Z","","DeepPavlov/rubert-base-cased","./results_rubert-base-cased_hi_seed43","0.3312883435582822","0.20530293203068137","0.15185735497385475","0.3312883435582822","0.33557046979865773","0.24417066391530295","0.2606516855719188","0.33557046979865773"
"ru_model_train_en_seed44","2024-10-09T06:13:07.000Z","323","2024-10-09T06:18:30.000Z","gr007.hpc.nyu.edu","69yasf40","-","2024-10-09T06:18:30.000Z","","DeepPavlov/rubert-base-cased","./results_rubert-base-cased_en_seed44","0.13175675675675674","0.12453904796909912","0.46064407092168547","0.13175675675675674","0.16607773851590105","0.16584504802124264","0.42490490305735856","0.16607773851590105"
"ru_model_train_hi_seed46","2024-10-09T07:46:22.000Z","206","2024-10-09T07:49:48.000Z","gr007.hpc.nyu.edu","6dq00cae","-","2024-10-09T07:49:48.000Z","","DeepPavlov/rubert-base-cased","./results_rubert-base-cased_hi_seed46","0.31901840490797545","0.22203078603476917","0.36795695548320906","0.31901840490797545","0.4295302013422818","0.29930639356658545","0.24007670182166824","0.4295302013422818"
"ru_model_train_ar_seed46","2024-10-09T07:06:48.000Z","253","2024-10-09T07:11:01.000Z","gr007.hpc.nyu.edu","b17zbx83","-","2024-10-09T07:11:01.000Z","","DeepPavlov/rubert-base-cased","./results_rubert-base-cased_ar_seed46","0.35436893203883496","0.26943789471506685","0.2187999219121622","0.35436893203883496","0.3520408163265306","0.249787244488814","0.19369423445053696","0.3520408163265306"
"ru_model_train_en_seed45","2024-10-09T05:24:27.000Z","322","2024-10-09T05:29:49.000Z","gr007.hpc.nyu.edu","6jmlxa6z","-","2024-10-09T05:29:49.000Z","","DeepPavlov/rubert-base-cased","./results_rubert-base-cased_en_seed45","0.5472972972972973","0.5298360760779085","0.5427442809838895","0.5472972972972973","0.5406360424028268","0.5171521764868025","0.5089755113042347","0.5406360424028268"
"ru_model_train_ru_seed44","2024-10-09T10:09:54.000Z","237","2024-10-09T10:13:51.000Z","gr007.hpc.nyu.edu","yxkuhzq3","-","2024-10-09T10:13:51.000Z","","DeepPavlov/rubert-base-cased","./results_rubert-base-cased_ru_seed44","0.15730337078651685","0.10015805540861786","0.1350288135147225","0.15730337078651685","0.13636363636363635","0.07747040469364007","0.08715417985375967","0.13636363636363635"
"ru_model_train_en_seed42","2024-10-09T06:02:18.000Z","323","2024-10-09T06:07:41.000Z","gr007.hpc.nyu.edu","a63p9e69","-","2024-10-09T06:07:41.000Z","","DeepPavlov/rubert-base-cased","./results_rubert-base-cased_en_seed42","0.30405405405405406","0.2238773599032151","0.18400586633144772","0.30405405405405406","0.2862190812720848","0.22525423535654795","0.20873644449859877","0.2862190812720848"
"ru_model_train_fr_seed45","2024-10-09T08:55:35.000Z","229","2024-10-09T08:59:24.000Z","gr007.hpc.nyu.edu","8xflxhso","-","2024-10-09T08:59:24.000Z","","DeepPavlov/rubert-base-cased","./results_rubert-base-cased_fr_seed45","0.3675675675675676","0.2790567254370935","0.25464451318109854","0.3675675675675676","0.2727272727272727","0.20157943067033973","0.2194087755467066","0.2727272727272727"
"ru_model_train_ru_seed42","2024-10-09T10:01:59.000Z","236","2024-10-09T10:05:55.000Z","gr007.hpc.nyu.edu","78nc6bro","-","2024-10-09T10:05:55.000Z","","DeepPavlov/rubert-base-cased","./results_rubert-base-cased_ru_seed42","0.19662921348314608","0.14880432138255406","0.3456491074468602","0.19662921348314608","0.19886363636363635","0.14832298191196924","0.33027597402597403","0.19886363636363635"
"ru_model_train_fr_seed42","2024-10-09T08:25:07.000Z","227","2024-10-09T08:28:54.000Z","gr007.hpc.nyu.edu","795fj5pq","-","2024-10-09T08:28:54.000Z","","DeepPavlov/rubert-base-cased","./results_rubert-base-cased_fr_seed42","0.4594594594594595","0.4186903629462576","0.4133403699670677","0.4594594594594595","0.4545454545454546","0.4060525757175242","0.38267909674910366","0.4545454545454546"
"ru_model_train_ar_seed45","2024-10-09T06:41:52.000Z","247","2024-10-09T06:45:59.000Z","gr007.hpc.nyu.edu","8cq3wfn8","-","2024-10-09T06:45:59.000Z","","DeepPavlov/rubert-base-cased","./results_rubert-base-cased_ar_seed45","0.46601941747572817","0.4014330702904265","0.3648384575299635","0.46601941747572817","0.4846938775510204","0.4023589289195531","0.5517602040816326","0.4846938775510204"
"ru_model_train_ar_seed43","2024-10-09T07:15:15.000Z","252","2024-10-09T07:19:27.000Z","gr007.hpc.nyu.edu","89g2huv5","-","2024-10-09T07:19:27.000Z","","DeepPavlov/rubert-base-cased","./results_rubert-base-cased_ar_seed43","0.2961165048543689","0.180688211005862","0.1454929355118794","0.2961165048543689","0.27040816326530615","0.1734025766457479","0.17579715283796915","0.27040816326530615"
"fr_model_train_en_seed45","2024-10-09T05:58:52.000Z","233","2024-10-09T06:02:45.000Z","gr023.hpc.nyu.edu","80g31w9h","-","2024-10-09T06:02:45.000Z","","almanach/camembert-base","./results_camembert-base_en_seed45","0.28378378378378377","0.2016386276073443","0.16031501895098227","0.28378378378378377","0.303886925795053","0.20805840538496495","0.15930296503826535","0.303886925795053"
"fr_model_train_hi_seed43","2024-10-09T07:19:00.000Z","150","2024-10-09T07:21:30.000Z","gr023.hpc.nyu.edu","z7j9c9bk","-","2024-10-09T07:21:30.000Z","","almanach/camembert-base","./results_camembert-base_hi_seed43","0.2392638036809816","0.154656356269098","0.17610508101305647","0.2392638036809816","0.2348993288590604","0.18593842345119435","0.21149219362170116","0.2348993288590604"
"fr_model_train_hi_seed43","2024-10-09T07:06:25.000Z","148","2024-10-09T07:08:53.000Z","gr023.hpc.nyu.edu","83wfloq9","-","2024-10-09T07:08:53.000Z","","almanach/camembert-base","./results_camembert-base_hi_seed43","0.3619631901840491","0.24872497703742324","0.21689798518220527","0.3619631901840491","0.37583892617449666","0.28295042655821834","0.24649202400880257","0.37583892617449666"
"fr_model_train_fr_seed43","2024-10-09T07:59:53.000Z","166","2024-10-09T08:02:39.000Z","gr023.hpc.nyu.edu","7tqqc2xj","-","2024-10-09T08:02:39.000Z","","almanach/camembert-base","./results_camembert-base_fr_seed43","0.20540540540540544","0.14023339411096403","0.1864497825691855","0.20540540540540544","0.2606060606060606","0.18916809192544584","0.24447651114317775","0.2606060606060606"
"fr_model_train_ru_seed42","2024-10-09T08:11:03.000Z","170","2024-10-09T08:13:53.000Z","gr023.hpc.nyu.edu","zaty5r28","-","2024-10-09T08:13:53.000Z","","almanach/camembert-base","./results_camembert-base_ru_seed42","0.4438202247191011","0.3763781477367949","0.3606809489851115","0.4438202247191011","0.4261363636363637","0.3628414314509256","0.32988411057119243","0.4261363636363637"
"fr_model_train_fr_seed42","2024-10-09T07:43:04.000Z","171","2024-10-09T07:45:55.000Z","gr023.hpc.nyu.edu","2p9k7qnk","-","2024-10-09T07:45:55.000Z","","almanach/camembert-base","./results_camembert-base_fr_seed42","0.31891891891891894","0.20859847455592137","0.1703450212802731","0.31891891891891894","0.3515151515151515","0.23068266127089657","0.17342920732751238","0.3515151515151515"
"fr_model_train_hi_seed42","2024-10-09T06:51:29.000Z","150","2024-10-09T06:53:59.000Z","gr023.hpc.nyu.edu","ncwqr6b1","-","2024-10-09T06:53:59.000Z","","almanach/camembert-base","./results_camembert-base_hi_seed42","0.4049079754601227","0.3392683704187077","0.3649642005927086","0.4049079754601227","0.37583892617449666","0.3092329115226865","0.37187192200020586","0.37583892617449666"
"fr_model_train_ru_seed44","2024-10-09T08:31:13.000Z","169","2024-10-09T08:34:02.000Z","gr023.hpc.nyu.edu","8gi99hs5","-","2024-10-09T08:34:02.000Z","","almanach/camembert-base","./results_camembert-base_ru_seed44","0.398876404494382","0.32556429898167355","0.30037304165549034","0.398876404494382","0.3806818181818182","0.3138360027395952","0.30495389590217176","0.3806818181818182"
"fr_model_train_en_seed42","2024-10-09T05:47:09.000Z","237","2024-10-09T05:51:06.000Z","gr023.hpc.nyu.edu","m81huvaa","-","2024-10-09T05:51:06.000Z","","almanach/camembert-base","./results_camembert-base_en_seed42","0.3108108108108108","0.14854334854334852","0.09759247301909418","0.3108108108108108","0.3215547703180212","0.15647852459326164","0.10339747031427536","0.3215547703180212"
"fr_model_train_ar_seed46","2024-10-09T06:33:34.000Z","178","2024-10-09T06:36:32.000Z","gr023.hpc.nyu.edu","8kg38mv7","-","2024-10-09T06:36:32.000Z","","almanach/camembert-base","./results_camembert-base_ar_seed46","0.41262135922330095","0.3115622241835834","0.2504751630965223","0.41262135922330095","0.40816326530612246","0.28837239165329054","0.22294302584157655","0.40816326530612246"
"fr_model_train_hi_seed46","2024-10-09T07:13:57.000Z","150","2024-10-09T07:16:27.000Z","gr023.hpc.nyu.edu","m7u8fqjl","-","2024-10-09T07:16:27.000Z","","almanach/camembert-base","./results_camembert-base_hi_seed46","0.3680981595092024","0.2902038393033841","0.2519355743212932","0.3680981595092024","0.348993288590604","0.28425992820374085","0.25410141685309473","0.348993288590604"
"fr_model_train_en_seed44","2024-10-09T05:35:30.000Z","231","2024-10-09T05:39:21.000Z","gr023.hpc.nyu.edu","2vm0veny","-","2024-10-09T05:39:21.000Z","","almanach/camembert-base","./results_camembert-base_en_seed44","0.4594594594594595","0.3186759733769962","0.2451087763587764","0.4594594594594595","0.4946996466431096","0.35727056438556726","0.2796022580367146","0.4946996466431096"
"fr_model_train_en_seed45","2024-10-09T05:39:22.000Z","232","2024-10-09T05:43:14.000Z","gr023.hpc.nyu.edu","8ovanshh","-","2024-10-09T05:43:14.000Z","","almanach/camembert-base","./results_camembert-base_en_seed45","0.46959459459459457","0.32556992248400074","0.24918099918099915","0.46959459459459457","0.4946996466431096","0.35882946503549673","0.2824408864067334","0.4946996466431096"
"fr_model_train_fr_seed46","2024-10-09T08:08:13.000Z","169","2024-10-09T08:11:02.000Z","gr023.hpc.nyu.edu","twvpx3n2","-","2024-10-09T08:11:02.000Z","","almanach/camembert-base","./results_camembert-base_fr_seed46","0.2594594594594595","0.1743453527237311","0.13207935078948546","0.2594594594594595","0.2727272727272727","0.1836445212859865","0.14116310160427806","0.2727272727272727"
"fr_model_train_ru_seed46","2024-10-09T08:36:58.000Z","172","2024-10-09T08:39:50.000Z","gr023.hpc.nyu.edu","wuwi9wlr","-","2024-10-09T08:39:50.000Z","","almanach/camembert-base","./results_camembert-base_ru_seed46","0.38764044943820225","0.30448165041223224","0.2514732643517637","0.38764044943820225","0.3920454545454546","0.29944444444444446","0.24234020587707225","0.3920454545454546"
"fr_model_train_ru_seed43","2024-10-09T08:13:54.000Z","171","2024-10-09T08:16:45.000Z","gr023.hpc.nyu.edu","l3gi65d0","-","2024-10-09T08:16:45.000Z","","almanach/camembert-base","./results_camembert-base_ru_seed43","0.4101123595505618","0.3557264040049724","0.31918864895968985","0.4101123595505618","0.4204545454545454","0.35770386791426395","0.3152363284343","0.4204545454545454"
"fr_model_train_fr_seed46","2024-10-09T07:54:12.000Z","171","2024-10-09T07:57:03.000Z","gr023.hpc.nyu.edu","905yvotp","-","2024-10-09T07:57:03.000Z","","almanach/camembert-base","./results_camembert-base_fr_seed46","0.25405405405405407","0.10872182225894016","0.06915915915915917","0.25405405405405407","0.32727272727272727","0.17590657865100404","0.1903030303030303","0.32727272727272727"
"fr_model_train_ru_seed46","2024-10-09T08:51:19.000Z","172","2024-10-09T08:54:11.000Z","gr023.hpc.nyu.edu","90mwm4ue","-","2024-10-09T08:54:11.000Z","","almanach/camembert-base","./results_camembert-base_ru_seed46","0.23595505617977527","0.13089630440693412","0.09182919589260977","0.23595505617977527","0.24431818181818185","0.13945243017162634","0.09804959533220405","0.24431818181818185"
"fr_model_train_hi_seed45","2024-10-09T07:11:25.000Z","150","2024-10-09T07:13:55.000Z","gr023.hpc.nyu.edu","z3h5bdzo","-","2024-10-09T07:13:55.000Z","","almanach/camembert-base","./results_camembert-base_hi_seed45","0.3374233128834356","0.20344107153923105","0.1556076187709643","0.3374233128834356","0.348993288590604","0.22803573475287495","0.18193355327954877","0.348993288590604"
"fr_model_train_ru_seed43","2024-10-09T08:28:19.000Z","173","2024-10-09T08:31:12.000Z","gr023.hpc.nyu.edu","l2z2m82s","-","2024-10-09T08:31:12.000Z","","almanach/camembert-base","./results_camembert-base_ru_seed43","0.3707865168539326","0.30283017284580555","0.27432564694828326","0.3707865168539326","0.3920454545454546","0.33034164409565486","0.3186389142846648","0.3920454545454546"
"fr_model_train_hi_seed44","2024-10-09T06:56:30.000Z","147","2024-10-09T06:58:57.000Z","gr023.hpc.nyu.edu","9i6uc3xc","-","2024-10-09T06:58:57.000Z","","almanach/camembert-base","./results_camembert-base_hi_seed44","0.3496932515337423","0.22419981498020933","0.1949837128284714","0.3496932515337423","0.3691275167785235","0.2879857721313374","0.33279611620934735","0.3691275167785235"
"fr_model_train_ru_seed44","2024-10-09T08:16:46.000Z","176","2024-10-09T08:19:42.000Z","gr023.hpc.nyu.edu","tp354cn8","-","2024-10-09T08:19:42.000Z","","almanach/camembert-base","./results_camembert-base_ru_seed44","0.4382022471910113","0.3721731881926056","0.34753104928542106","0.4382022471910113","0.4318181818181818","0.3658140724724744","0.33302490169056886","0.4318181818181818"
"fr_model_train_en_seed46","2024-10-09T06:02:46.000Z","234","2024-10-09T06:06:40.000Z","gr023.hpc.nyu.edu","ksh34gxf","-","2024-10-09T06:06:40.000Z","","almanach/camembert-base","./results_camembert-base_en_seed46","0.3108108108108108","0.14739481749791028","0.09660336011687362","0.3108108108108108","0.3215547703180212","0.15647852459326164","0.10339747031427536","0.3215547703180212"
"fr_model_train_en_seed43","2024-10-09T05:31:37.000Z","232","2024-10-09T05:35:29.000Z","gr023.hpc.nyu.edu","nw5essmf","-","2024-10-09T05:35:29.000Z","","almanach/camembert-base","./results_camembert-base_en_seed43","0.4594594594594595","0.3185024475867558","0.24375511875511877","0.4594594594594595","0.4946996466431096","0.3587155587357325","0.2824499411071849","0.4946996466431096"
"fr_model_train_fr_seed42","2024-10-09T07:57:04.000Z","167","2024-10-09T07:59:51.000Z","gr023.hpc.nyu.edu","zxjsknop","-","2024-10-09T07:59:51.000Z","","almanach/camembert-base","./results_camembert-base_fr_seed42","0.24864864864864863","0.20223449647342912","0.18041180745406096","0.24864864864864863","0.2787878787878788","0.22288942695722355","0.1884040944201372","0.2787878787878788"
"fr_model_train_ar_seed42","2024-10-09T06:06:41.000Z","178","2024-10-09T06:09:39.000Z","gr023.hpc.nyu.edu","w2clahns","-","2024-10-09T06:09:39.000Z","","almanach/camembert-base","./results_camembert-base_ar_seed42","0.46601941747572817","0.4365819959807944","0.4140337810879106","0.46601941747572817","0.5306122448979592","0.4930603801111296","0.4710006285122745","0.5306122448979592"
"fr_model_train_ar_seed45","2024-10-09T06:30:33.000Z","180","2024-10-09T06:33:33.000Z","gr023.hpc.nyu.edu","a9yh860d","-","2024-10-09T06:33:33.000Z","","almanach/camembert-base","./results_camembert-base_ar_seed45","0.3932038834951456","0.2988048149860448","0.2423410881113757","0.3932038834951456","0.413265306122449","0.2944016169131982","0.230578231292517","0.413265306122449"
"fr_model_train_ar_seed42","2024-10-09T06:36:33.000Z","177","2024-10-09T06:39:30.000Z","gr023.hpc.nyu.edu","t44q45jx","-","2024-10-09T06:39:30.000Z","","almanach/camembert-base","./results_camembert-base_ar_seed42","0.3932038834951456","0.29780707131834877","0.24017430869300524","0.3932038834951456","0.3775510204081632","0.2684715991659822","0.20881024887115404","0.3775510204081632"
"fr_model_train_ru_seed45","2024-10-09T08:34:08.000Z","169","2024-10-09T08:36:57.000Z","gr023.hpc.nyu.edu","ackw2w4d","-","2024-10-09T08:36:57.000Z","","almanach/camembert-base","./results_camembert-base_ru_seed45","0.39325842696629215","0.32474375464945043","0.28662651415460405","0.39325842696629215","0.375","0.30671754566571646","0.2742514938986231","0.375"
"fr_model_train_fr_seed42","2024-10-09T07:29:07.000Z","164","2024-10-09T07:31:51.000Z","gr023.hpc.nyu.edu","ssdmrddr","-","2024-10-09T07:31:51.000Z","","almanach/camembert-base","./results_camembert-base_fr_seed42","0.4972972972972973","0.48398684078287263","0.5776402321083173","0.4972972972972973","0.5212121212121212","0.5093957956548114","0.6137305831423479","0.5212121212121212"
"fr_model_train_en_seed44","2024-10-09T05:55:00.000Z","231","2024-10-09T05:58:51.000Z","gr023.hpc.nyu.edu","agfkhmas","-","2024-10-09T05:58:51.000Z","","almanach/camembert-base","./results_camembert-base_en_seed44","0.2195945945945946","0.08488126538442113","0.17787047251332966","0.2195945945945946","0.24381625441696111","0.09640871951157774","0.060083291267036855","0.24381625441696111"
"fr_model_train_fr_seed43","2024-10-09T07:31:52.000Z","164","2024-10-09T07:34:36.000Z","gr023.hpc.nyu.edu","218bvh5m","-","2024-10-09T07:34:36.000Z","","almanach/camembert-base","./results_camembert-base_fr_seed43","0.5027027027027027","0.4699365060085038","0.502813301105984","0.5027027027027027","0.4666666666666667","0.4473529350255692","0.5716921569909278","0.4666666666666667"
"fr_model_train_ar_seed43","2024-10-09T06:09:40.000Z","177","2024-10-09T06:12:37.000Z","gr023.hpc.nyu.edu","ojfp14xa","-","2024-10-09T06:12:37.000Z","","almanach/camembert-base","./results_camembert-base_ar_seed43","0.49029126213592233","0.45502147888805267","0.4301352870987956","0.49029126213592233","0.5255102040816326","0.4851445550093737","0.45989943342165496","0.5255102040816326"
"fr_model_train_ru_seed45","2024-10-09T08:48:27.000Z","171","2024-10-09T08:51:18.000Z","gr023.hpc.nyu.edu","as6ch9sm","-","2024-10-09T08:51:18.000Z","","almanach/camembert-base","./results_camembert-base_ru_seed45","0.23595505617977527","0.09009193054136876","0.055674788536800905","0.23595505617977527","0.2215909090909091","0.08039112050739959","0.04910253099173554","0.2215909090909091"
"fr_model_train_en_seed44","2024-10-09T05:16:06.000Z","230","2024-10-09T05:19:56.000Z","gr023.hpc.nyu.edu","1to6cirj","-","2024-10-09T05:19:56.000Z","","almanach/camembert-base","./results_camembert-base_en_seed44","0.46959459459459457","0.4143001065069301","0.4168022871714237","0.46959459459459457","0.558303886925795","0.5096360557038575","0.5204715583025118","0.558303886925795"
"fr_model_train_hi_seed45","2024-10-09T07:24:02.000Z","152","2024-10-09T07:26:34.000Z","gr023.hpc.nyu.edu","1bcd1ptl","-","2024-10-09T07:26:34.000Z","","almanach/camembert-base","./results_camembert-base_hi_seed45","0.20245398773006135","0.07728535637426526","0.1315352857197978","0.20245398773006135","0.19463087248322147","0.08027574478423274","0.10803961139531608","0.19463087248322147"
"fr_model_train_ar_seed43","2024-10-09T06:24:34.000Z","178","2024-10-09T06:27:32.000Z","gr023.hpc.nyu.edu","40q0b64o","-","2024-10-09T06:27:32.000Z","","almanach/camembert-base","./results_camembert-base_ar_seed43","0.4320388349514563","0.36808039516266394","0.37145168747110496","0.4320388349514563","0.42346938775510207","0.34527817976505676","0.3458922030350602","0.42346938775510207"
"fr_model_train_ru_seed44","2024-10-09T08:45:34.000Z","172","2024-10-09T08:48:26.000Z","gr023.hpc.nyu.edu","j2yj86r1","-","2024-10-09T08:48:26.000Z","","almanach/camembert-base","./results_camembert-base_ru_seed44","0.2640449438202247","0.15597668407448434","0.1288677614520311","0.2640449438202247","0.2727272727272727","0.15796182414679524","0.12199074074074072","0.2727272727272727"
"fr_model_train_ru_seed46","2024-10-09T08:22:37.000Z","169","2024-10-09T08:25:26.000Z","gr023.hpc.nyu.edu","iyupktmc","-","2024-10-09T08:25:26.000Z","","almanach/camembert-base","./results_camembert-base_ru_seed46","0.4044943820224719","0.34597524627305326","0.3148022058785282","0.4044943820224719","0.4375","0.37287299451469186","0.33565169788903626","0.4375"
"fr_model_train_hi_seed42","2024-10-09T07:03:56.000Z","148","2024-10-09T07:06:24.000Z","gr023.hpc.nyu.edu","bh2l83xr","-","2024-10-09T07:06:24.000Z","","almanach/camembert-base","./results_camembert-base_hi_seed42","0.24539877300613497","0.18362609989321171","0.1991572060412123","0.24539877300613497","0.35570469798657717","0.3023676496534853","0.31593536445530707","0.35570469798657717"
"fr_model_train_ar_seed46","2024-10-09T06:18:36.000Z","177","2024-10-09T06:21:33.000Z","gr023.hpc.nyu.edu","sjyzwcjl","-","2024-10-09T06:21:33.000Z","","almanach/camembert-base","./results_camembert-base_ar_seed46","0.470873786407767","0.43710049073958024","0.413084835876098","0.470873786407767","0.5255102040816326","0.4859669827461754","0.45776214526214526","0.5255102040816326"
"fr_model_train_fr_seed46","2024-10-09T07:40:10.000Z","173","2024-10-09T07:43:03.000Z","gr023.hpc.nyu.edu","is9s9k3z","-","2024-10-09T07:43:03.000Z","","almanach/camembert-base","./results_camembert-base_fr_seed46","0.4810810810810811","0.4706973405086613","0.5558438438438438","0.4810810810810811","0.5272727272727272","0.5193821902519515","0.6049176040067881","0.5272727272727272"
"fr_model_train_ru_seed42","2024-10-09T08:39:51.000Z","170","2024-10-09T08:42:41.000Z","gr023.hpc.nyu.edu","44rdb4ux","-","2024-10-09T08:42:41.000Z","","almanach/camembert-base","./results_camembert-base_ru_seed42","0.24719101123595505","0.14339218833600856","0.10830222593480686","0.24719101123595505","0.26136363636363635","0.14432746700188562","0.10673095561155264","0.26136363636363635"
"fr_model_train_ru_seed43","2024-10-09T08:42:42.000Z","170","2024-10-09T08:45:32.000Z","gr023.hpc.nyu.edu","iomwnod0","-","2024-10-09T08:45:32.000Z","","almanach/camembert-base","./results_camembert-base_ru_seed43","0.2640449438202247","0.13737689297917782","0.09768599736354124","0.2640449438202247","0.25","0.12588951310861424","0.09134989305852614","0.25"
"fr_model_train_en_seed43","2024-10-09T05:51:08.000Z","231","2024-10-09T05:54:59.000Z","gr023.hpc.nyu.edu","c11e5237","-","2024-10-09T05:54:59.000Z","","almanach/camembert-base","./results_camembert-base_en_seed43","0.40878378378378377","0.3095868129411897","0.2649402348757812","0.40878378378378377","0.38515901060070673","0.29795645940136983","0.27798221030827347","0.38515901060070673"
"fr_model_train_en_seed45","2024-10-09T05:19:57.000Z","232","2024-10-09T05:23:49.000Z","gr023.hpc.nyu.edu","c63k6j6h","-","2024-10-09T05:23:49.000Z","","almanach/camembert-base","./results_camembert-base_en_seed45","0.48986486486486486","0.451892272180468","0.44001777436243455","0.48986486486486486","0.568904593639576","0.5329964136134262","0.5248590062222198","0.568904593639576"
"fr_model_train_hi_seed46","2024-10-09T07:26:35.000Z","151","2024-10-09T07:29:06.000Z","gr023.hpc.nyu.edu","caajmpfm","-","2024-10-09T07:29:06.000Z","","almanach/camembert-base","./results_camembert-base_hi_seed46","0.196319018404908","0.06443290860468774","0.038541156987466595","0.196319018404908","0.2080536912751678","0.07166293810589112","0.043286338453222835","0.2080536912751678"
"fr_model_train_hi_seed46","2024-10-09T07:01:26.000Z","148","2024-10-09T07:03:54.000Z","gr023.hpc.nyu.edu","sgtwmciu","-","2024-10-09T07:03:54.000Z","","almanach/camembert-base","./results_camembert-base_hi_seed46","0.3619631901840491","0.2751224622836717","0.37422530185660513","0.3619631901840491","0.37583892617449666","0.3056473428623321","0.5110312901181403","0.37583892617449666"
"fr_model_train_ru_seed45","2024-10-09T08:19:44.000Z","172","2024-10-09T08:22:36.000Z","gr023.hpc.nyu.edu","s4q0ky6m","-","2024-10-09T08:22:36.000Z","","almanach/camembert-base","./results_camembert-base_ru_seed45","0.38764044943820225","0.3351461180138955","0.313697831639923","0.38764044943820225","0.4204545454545454","0.3565154416470206","0.3343904739666726","0.4204545454545454"
"fr_model_train_ru_seed42","2024-10-09T08:25:27.000Z","171","2024-10-09T08:28:18.000Z","gr023.hpc.nyu.edu","icutjeq4","-","2024-10-09T08:28:18.000Z","","almanach/camembert-base","./results_camembert-base_ru_seed42","0.3595505617977528","0.27381453400039907","0.2221146559830348","0.3595505617977528","0.375","0.2851273376253668","0.23359786593003137","0.375"
"fr_model_train_hi_seed45","2024-10-09T06:58:58.000Z","147","2024-10-09T07:01:25.000Z","gr023.hpc.nyu.edu","47h63r01","-","2024-10-09T07:01:25.000Z","","almanach/camembert-base","./results_camembert-base_hi_seed45","0.3496932515337423","0.2793548583965601","0.3282259396156435","0.3496932515337423","0.3624161073825503","0.30305208263189004","0.2759796753085344","0.3624161073825503"
"fr_model_train_fr_seed45","2024-10-09T08:05:29.000Z","163","2024-10-09T08:08:12.000Z","gr023.hpc.nyu.edu","47h8xjuk","-","2024-10-09T08:08:12.000Z","","almanach/camembert-base","./results_camembert-base_fr_seed45","0.24324324324324328","0.18170087098130255","0.450658455785883","0.24324324324324328","0.24848484848484848","0.1780099584871965","0.1521206462382933","0.24848484848484848"
"fr_model_train_ar_seed43","2024-10-09T06:39:31.000Z","178","2024-10-09T06:42:29.000Z","gr023.hpc.nyu.edu","hylwfjbs","-","2024-10-09T06:42:29.000Z","","almanach/camembert-base","./results_camembert-base_ar_seed43","0.3786407766990291","0.29424434562382457","0.3139254535902178","0.3786407766990291","0.3877551020408163","0.27600259264962346","0.22708557107053348","0.3877551020408163"
"fr_model_train_en_seed42","2024-10-09T05:08:14.000Z","239","2024-10-09T05:12:13.000Z","gr023.hpc.nyu.edu","4bedq4pn","-","2024-10-09T05:12:13.000Z","","almanach/camembert-base","./results_camembert-base_en_seed42","0.48986486486486486","0.4298406932243228","0.4622076367583427","0.48986486486486486","0.5371024734982333","0.4682407553355471","0.5365596552259384","0.5371024734982333"
"fr_model_train_ar_seed46","2024-10-09T06:48:29.000Z","179","2024-10-09T06:51:28.000Z","gr023.hpc.nyu.edu","4tia3seu","-","2024-10-09T06:51:28.000Z","","almanach/camembert-base","./results_camembert-base_ar_seed46","0.3300970873786408","0.1638438097937779","0.108964087095862","0.3300970873786408","0.32142857142857145","0.15637065637065636","0.10331632653061223","0.32142857142857145"
"fr_model_train_fr_seed45","2024-10-09T07:37:25.000Z","164","2024-10-09T07:40:09.000Z","gr023.hpc.nyu.edu","1aou37ug","-","2024-10-09T07:40:09.000Z","","almanach/camembert-base","./results_camembert-base_fr_seed45","0.5027027027027027","0.4671645300337794","0.5147193723463146","0.5027027027027027","0.4666666666666667","0.4383889952846499","0.48135913546571857","0.4666666666666667"
"fr_model_train_hi_seed43","2024-10-09T06:54:00.000Z","148","2024-10-09T06:56:28.000Z","gr023.hpc.nyu.edu","dn8mic1w","-","2024-10-09T06:56:28.000Z","","almanach/camembert-base","./results_camembert-base_hi_seed43","0.3680981595092024","0.2922421327963158","0.2809937983300152","0.3680981595092024","0.3691275167785235","0.31477779706343695","0.32154054842703805","0.3691275167785235"
